,unitid,inst_name,state_abbr,latitude,longitude,url_athletes,member_conf_baseball,member_ncaa,member_naia,member_njcaa,conf_number_baseball,est_fte,level_of_study,ftpt,income_level,average_grant,net_price,number_applied,number_admitted,number_enrolled_total,sex,reqt_test_scores,sat_crit_read_75_pctl,sat_math_75_pctl,Acceptance_Rate,CONFNO3,Conference_Name,School,...1,instnm,stabbr,city,zip,ugds,insturl,tuitionfee_in,tuitionfee_out,locale,adm_rate,sat_avg,admcon7,npt4_pub,npt4_priv,npt45_pub,npt45_priv,year.x,ID,team_name,Division,Common name...5,Nickname,City,State,Primary,...10,...11,team_id,division.x,year.y,wins,losses,ties,team_name.y.y,division.y,season,total_players,avg_p_height_in,avg_other_height_in,count_Fr,count_So,count_Jr,count_Sr,count_Other,top_state_1,top_state_2,top_state_3,top_state_1_count,top_state_2_count,top_state_3_count
149,139764,Georgia Southwestern State University,GA,32.054662,-84.217738,https://web3.ncaa.org/aprsearch/asrsearch,Yes,Yes,No,No,157,1931,Undergraduate,Full-time,$110 ,3860,16055,1651,1413,385,Total,Required,610,560,0.855844942,157,Peach Belt Conference,Georgia Southwestern State University,744,Georgia Southwestern State University,GA,Americus,31709-4693,2291,https://gsw.edu/,4980,15702,32,0.7716,998,5,12052,NA,15617,NA,latest,1097,Ga. Southwestern,2,Georgia Southwestern State University,Hurricanes,Americus,GA,Peach Belt Conference,NA,NA,596728,2,2025,29,23,0,Ga. Southwestern,2,2025,35,74.28571429,71.64285714,5,3,13,14,0,FL,GA,AL,19,11,1
150,139940,Georgia State University,GA,33.7527,-84.38667,NA,Yes,Yes,No,No,134,25515,Undergraduate,Full-time,$110 ,5742,21407,25254,18831,6058,Total,Considered,650,640,0.745664053,134,Sun Belt Conference,Georgia State University,747,Georgia State University,GA,Atlanta,30303-3083,27109,www.gsu.edu/,8478,23709,11,0.6228,1149,5,15931,NA,20338,NA,latest,254,Georgia St.,1,Georgia State,Panthers,Atlanta,GA,Sun Belt Conference,NA,NA,596552,1,2025,26,30,0,Georgia St.,1,2025,39,74.90909091,72.11764706,14,6,9,10,0,GA,FL,AL,30,2,1
151,486840,Kennesaw State University,GA,34.038807,-84.583052,ncaa.org/about/resources/research/graduation-rates,Yes,Yes,No,No,135,33903,Undergraduate,Full-time,$110 ,3685,21123,20806,16975,8628,Total,Required,630,620,0.815870422,135,Atlantic Sun Conference,Kennesaw State University,5352,Kennesaw State University,GA,Kennesaw,30144,39503,www.kennesaw.edu/,5786,17040,21,0.6918,1120,5,16972,NA,20512,NA,latest,1157,Kennesaw St.,1,Kennesaw State,Owls,Kennesaw[L 8],GA,Conference USA,NA,NA,596463,1,2025,31,27,0,Kennesaw St.,1,2025,41,74.73684211,72.86363636,12,13,7,9,0,GA,CA,Canada,36,1,1
152,140234,LaGrange College,GA,33.038564,-85.043113,www.lagrange.edu/about/_images/Guide-to-Student-Consumer-Information-2021-20221.pdf,Yes,Yes,No,No,171,581,Undergraduate,Full-time,$110 ,24720,22083,1271,951,130,Total,Recommended,NA,NA,0.74822974,171,USA South Athletic Conference,LaGrange College,755,LaGrange College,GA,Lagrange,30240-2999,566,www.lagrange.edu/,34540,34540,32,0.6321,NA,3,NA,17805,NA,21286,latest,1162,LaGrange,3,LaGrange College,Panthers,LaGrange,GA,Collegiate Conference of the South,NA,NA,597117,3,2025,19,23,0,LaGrange,3,2025,53,72,68.5,19,11,11,12,0,GA,FL,AL,25,10,4
153,140447,Mercer University,GA,32.831787,-83.648295,https://disclosure.mercer.edu/,Yes,Yes,No,No,131,4754,Undergraduate,Full-time,$110 ,30057,25011,7201,5430,950,Total,Considered,700,700,0.754061936,131,Southern Conference,Mercer University,760,Mercer University,GA,Macon,31207,4620,https://www.mercer.edu/,40890,40890,12,0.6646,1280,5,NA,22350,NA,26399,latest,406,Mercer,1,Mercer,Bears,Macon,GA,Southern Conference,NA,NA,596598,1,2025,35,25,0,Mercer,1,2025,42,73.52380952,73.57142857,12,10,11,9,0,GA,FL,Australia,33,2,1
154,140553,Morehouse College,GA,33.745982,-84.414917,www.morehouse.edu/ire/factbook/,Yes,Yes,No,No,161,1331,Undergraduate,Full-time,$110 ,7107,41783,3777,2462,629,Total,Considered,NA,NA,0.651840085,161,Southern Intercollegiate Athletic Conference,Morehouse College,761,Morehouse College,GA,Atlanta,30314,2736,www.morehouse.edu/,31725,31725,11,0.5139,1050,5,NA,35949,NA,39174,latest,445,Morehouse,2,Morehouse College[e],Maroon Tigers,Atlanta,GA,Southern Intercollegiate Athletic Conference,NA,NA,596915,2,2025,19,27,0,Morehouse,2,2025,52,71.3125,70.61764706,24,12,10,6,0,GA,TX,CA,13,8,6
155,140696,Oglethorpe University,GA,33.875441,-84.333687,NA,Yes,Yes,No,No,368,1584,Undergraduate,Full-time,$110 ,34753,22894,2277,1851,404,Total,Considered,660,620,0.812911726,368,Southern Athletic Association,Oglethorpe University,765,Oglethorpe University,GA,Atlanta,30319-2797,1429,oglethorpe.edu/,45806,45806,21,0.6006,1230,5,NA,21735,NA,24561,latest,2713,Oglethorpe,3,Oglethorpe University,Stormy Petrels,Atlanta,GA,Southern Athletic Association,NA,NA,597142,3,2025,21,20,0,Oglethorpe,3,2025,49,72.5,71.5,10,5,16,17,1,GA,NA,NA,4,NA,NA
156,140818,Piedmont University,GA,34.566042,-83.542126,NA,Yes,Yes,No,No,171,1150,Undergraduate,Full-time,$110 ,20679,21952,2124,1423,249,Total,Required,620,600,0.669962335,171,USA South Athletic Conference,Piedmont University,767,Piedmont University,GA,Demorest,30535-0010,1235,https://www.piedmont.edu/,30680,30680,32,0.9284,1074,5,NA,20893,NA,24251,latest,21830,Piedmont,3,Piedmont University,Lions,Demorest,GA,Collegiate Conference of the South,NA,NA,597168,3,2025,27,15,0,Piedmont,3,2025,47,72.5,71.34482759,16,9,11,11,0,GA,FL,NC,45,1,1
157,140988,Shorter University,GA,34.257543,-85.196529,NA,Yes,Yes,No,No,146,1241,Undergraduate,Full-time,$110 ,15316,18503,1149,933,309,Total,Considered,600,590,0.812010444,146,Gulf South Conference,Shorter University,773,Shorter University,GA,Rome,30165,1091,https://www.shorter.edu/,24044,24044,13,0.9693,1075,5,NA,16286,NA,18784,latest,30151,Shorter,NA,NA,NA,NA,NA,NA,NA,NA,596827,2,2025,26,21,0,Shorter,2,2025,39,72.78947368,71.45,9,4,13,13,0,GA,FL,CA,23,5,4
158,139959,University of Georgia,GA,33.956262,-83.374039,NA,Yes,Yes,No,No,130,28709,Undergraduate,Full-time,$110 ,9207,18614,39229,15685,5819,Total,Considered,720,730,0.399831757,130,Southeastern Conference,University of Georgia,748,University of Georgia,GA,Athens,30602,31310,www.uga.edu/,11180,30220,12,0.372,1301,1,13816,NA,17846,NA,latest,257,Georgia,1,Georgia,Bulldogs[h],Athens,GA,Southeastern Conference,NA,NA,596554,1,2025,43,17,0,Georgia,1,2025,46,74.53846154,73.5,8,8,17,13,0,GA,FL,TX,29,5,3
159,482680,University of North Georgia,GA,34.530219,-83.985694,ung.edu/landing/student-consumer-information.php,Yes,Yes,No,No,157,14581,Undergraduate,Full-time,$110 ,3971,13921,10380,8424,4043,Total,Considered,623,600,0.811560694,157,Peach Belt Conference,University of North Georgia,5186,University of North Georgia,GA,Dahlonega,30597,15542,www.ung.edu/,5009,15441,32,0.7216,1136,5,10785,NA,13702,NA,latest,30052,North Georgia,NA,NA,NA,NA,NA,NA,NA,NA,596804,2,2025,41,17,0,North Georgia,2,2025,34,73.11764706,72.11764706,11,6,9,8,0,GA,FL,NA,33,1,NA
160,141334,University of West Georgia,GA,33.573621,-85.097762,https://ope.ed.gov/athletics/#/,Yes,Yes,No,No,146,8265,Undergraduate,Full-time,$110 ,3831,20039,6610,4607,1545,Total,Required,600,530,0.696974281,146,Gulf South Conference,University of West Georgia,782,University of West Georgia,GA,Carrollton,30118-0001,7485,www.westga.edu/,5971,17024,32,0.4937,1044,1,15450,NA,19101,NA,latest,766,West Ga.,NA,NA,NA,NA,GA,NA,NA,NA,596947,1,2025,20,31,0,West Ga.,1,2025,40,74.5,70,4,7,18,11,0,GA,NA,NA,1,NA,NA
161,141264,Valdosta State University,GA,30.847402,-83.289282,NA,Yes,Yes,No,No,146,7721,Undergraduate,Full-time,$110 ,3861,16833,8650,6606,1782,Total,Required,590,550,0.763699422,146,Gulf South Conference,Valdosta State University,780,Valdosta State University,GA,Valdosta,31698,6858,www.valdosta.edu/,6007,17062,13,0.8349,1037,1,11298,NA,16028,NA,latest,734,Valdosta St.,2,Valdosta State University,Blazers,Valdosta,GA,Gulf South Conference,NA,NA,596943,2,2025,30,22,0,Valdosta St.,2,2025,45,72.92307692,71.5,4,4,13,24,0,FL,GA,AL,23,13,2
162,141361,Young Harris College,GA,34.933523,-83.84587,www.yhc.edu/about/administration/planning-assessment,Yes,Yes,No,No,157,1021,Undergraduate,Full-time,$110 ,24273,20358,1850,1383,304,Total,Neither required nor recommended,NA,NA,0.747567568,157,Peach Belt Conference,Young Harris College,783,Young Harris College,GA,Young Harris,30582,810,www.yhc.edu/,32305,32305,43,0.6402,NA,3,NA,11008,NA,12588,latest,30154,Young Harris,2,Young Harris College,Mountain Lions,Young Harris,GA,Conference Carolinas,NA,NA,596830,2,2025,40,17,0,Young Harris,2,2025,39,73.6875,73.56521739,5,12,8,14,0,GA,FL,CA,26,4,1
163,141565,University of Hawaii at Hilo,HI,19.701189,-155.080847,https://hilo.hawaii.edu/uhh/iro/RetentionGraduation.php.,Yes,Yes,No,No,156,2227,Undergraduate,Full-time,$110 ,2279,19247,2900,2673,459,Total,Considered,630,580,0.921724138,156,Pacific West Conference,University of Hawaii at Hilo,785,University of Hawaii at Hilo,HI,Hilo,96720-4091,2260,https://hilo.hawaii.edu/,7838,20798,33,0.8977,1025,5,12063,NA,19851,NA,latest,2697,Hawaii Hilo,2,University of Hawai'i at Hilo,Vulcans,Hilo,HI,Pacific West Conference,NA,NA,596762,2,2025,14,35,0,Hawaii Hilo,2,2025,45,71.72727273,70.92857143,13,4,14,14,0,HI,CA,AZ,8,7,2
164,141574,University of Hawaii at Manoa,HI,21.298598,-157.818979,NA,Yes,Yes,No,No,109,12746,Undergraduate,Full-time,$110 ,3720,18465,19607,13721,2939,Total,Considered,660,630,0.699801091,109,Big West Conference,University of Hawaii at Manoa,786,University of Hawaii at Manoa,HI,Honolulu,96822-2217,14306,https://manoa.hawaii.edu/,12186,34218,11,0.6969,1157,5,13181,NA,20462,NA,latest,277,Hawaii,1,Hawai?i,Rainbow Warriors[w],Honolulu,HI,Big West Conference[FB 5][C 9],NA,NA,596557,1,2025,35,21,0,Hawaii,1,2025,42,74.4,72.0952381,10,6,13,13,0,CA,HI,AZ,10,3,1
165,153001,Buena Vista University,IA,42.642255,-95.208529,NA,Yes,Yes,No,No,176,1460,Undergraduate,Full-time,$110 ,28915,22491,1749,1154,237,Total,Considered,583,557,0.659805603,176,American Rivers Conference,Buena Vista University,1031,Buena Vista University,IA,Storm Lake,50588,1378,https://www.bvu.edu/,40190,40190,33,0.7176,1090,5,NA,18321,NA,22791,latest,84,Buena Vista,3,Buena Vista University,Beavers,Storm Lake,IA,American Rivers Conference[2],NA,NA,597234,3,2025,33,12,0,Buena Vista,3,2025,47,74.5,72.5,15,9,12,11,0,NA,NA,NA,NA,NA,NA
166,153108,Central College,IA,41.401539,-92.922199,https://www.central.edu/academics/registrars-office/student-right-to-know/,Yes,Yes,No,No,176,1082,Undergraduate,Full-time,$110 ,8417,25885,2202,1641,340,Total,Considered,630,630,0.745231608,176,American Rivers Conference,Central College,1034,Central College,IA,Pella,50219,1062,www.central.edu/,20988,20988,32,0.7897,1115,5,NA,22353,NA,25764,latest,126,Central (IA),3,Central College,Dutch,Pella,IA,American Rivers Conference[2],NA,NA,597247,3,2025,17,21,0,Central (IA),3,2025,50,72.10344828,71,20,12,11,7,0,IA,IL,WI,33,7,3
167,153144,Coe College,IA,41.988263,-91.658192,NA,Yes,Yes,No,No,176,1426,Undergraduate,Full-time,$110 ,36455,26199,6997,5084,397,Total,Recommended,NA,NA,0.726597113,176,American Rivers Conference,Coe College,1036,Coe College,IA,Cedar Rapids,52402-5092,1246,www.coe.edu/,52576,52576,12,0.7067,1206,5,NA,19155,NA,27413,latest,150,Coe,3,Coe College,Kohawks,Cedar Rapids,IA,American Rivers Conference[2],NA,NA,597255,3,2025,28,13,0,Coe,3,2025,39,NA,NA,5,12,13,9,0,NA,NA,NA,NA,NA,NA
168,153162,Cornell College,IA,41.924554,-91.423741,NA,Yes,Yes,No,No,182,1055,Undergraduate,Full-time,$110 ,32259,30312,2836,2300,366,Total,Considered,710,695,0.81100141,182,Midwest Conference,Cornell College,1037,Cornell College,IA,Mount Vernon,52314-1098,1074,www.cornellcollege.edu/,50634,50634,31,0.8066,1246,5,NA,25079,NA,30897,latest,166,Cornell College,3,Cornell College,Rams,Mount Vernon,IA,Midwest Conference,NA,NA,597260,3,2025,14,25,0,Cornell College,3,2025,50,71.19230769,70.82608696,12,11,10,17,0,IL,CA,IA,10,9,8
169,153384,Grinnell College,IA,41.747952,-92.722094,NA,Yes,Yes,No,No,182,1724,Undergraduate,Full-time,$110 ,40120,35578,10513,1108,471,Total,Required,750,780,0.105393323,182,Midwest Conference,Grinnell College,1049,Grinnell College,IA,Grinnell,50112-1690,1705,www.grinnell.edu/,64862,64862,33,0.1268,1486,5,NA,15608,NA,36265,latest,264,Grinnell,3,Grinnell College,Pioneers,Grinnell,IA,Midwest Conference,NA,NA,597287,3,2025,23,19,0,Grinnell,3,2025,44,NA,72,7,9,7,16,5,NA,NA,NA,NA,NA,NA
170,153825,Loras College,IA,42.503908,-90.679023,NA,Yes,Yes,No,No,176,1249,Undergraduate,Full-time,$110 ,22096,24560,2086,1501,296,Total,Neither required nor recommended,NA,NA,0.719558965,176,American Rivers Conference,Loras College,1066,Loras College,IA,Dubuque,52004-0178,1087,www.loras.edu/,38298,38298,13,0.9183,NA,3,NA,21057,NA,23295,latest,364,Loras,3,Loras College,Duhawks,Dubuque,IA,American Rivers Conference[2],NA,NA,597318,3,2025,19,22,0,Loras,3,2025,48,73.75,72,6,18,10,10,4,NA,NA,NA,NA,NA,NA
171,153834,Luther College,IA,43.312304,-91.802809,www.luther.edu/ir/enrollment/,Yes,Yes,No,No,176,1841,Undergraduate,Full-time,$110 ,30629,30546,2495,1898,444,Total,Considered,630,688,0.760721443,176,American Rivers Conference,Luther College,1067,Luther College,IA,Decorah,52101-1045,1454,https://www.luther.edu/,50320,50320,33,0.7327,1238,5,NA,25635,NA,31047,latest,372,Luther,3,Luther College,Norse,Decorah,IA,American Rivers Conference,NA,NA,597319,3,2025,20,22,0,Luther,3,2025,51,72.95238095,70.86666667,12,7,16,16,0,MN,IA,CA,15,13,9
172,154350,Simpson College,IA,41.365503,-93.563471,NA,Yes,Yes,No,No,176,1182,Undergraduate,Full-time,$110 ,31002,26688,1330,1208,286,Total,Considered,620,660,0.908270677,176,American Rivers Conference,Simpson College,1085,Simpson College,IA,Indianola,50125,1130,simpson.edu/,46212,46212,31,0.8888,1410,5,NA,22231,NA,26854,latest,641,Simpson,3,Simpson College,Storm,Indianola,IA,American Rivers Conference[2],NA,NA,597035,3,2025,17,23,0,Simpson,3,2025,49,NA,NA,11,17,12,9,0,NA,NA,NA,NA,NA,NA
173,153278,University of Dubuque,IA,42.49726,-90.693428,NA,Yes,Yes,No,No,176,1468,Undergraduate,Full-time,$110 ,21226,26625,1905,1456,335,Total,Neither required nor recommended,NA,NA,0.764304462,176,American Rivers Conference,University of Dubuque,1042,University of Dubuque,IA,Dubuque,52001,1473,www.dbq.edu/,40065,40065,13,0.8692,1119,5,NA,23250,NA,26752,latest,192,Dubuque,3,University of Dubuque,Spartans,Dubuque,IA,American Rivers Conference[2],NA,NA,597268,3,2025,19,20,0,Dubuque,3,2025,44,71.13333333,70.82758621,12,5,16,11,0,IA,IL,CA,12,9,6
174,153658,University of Iowa,IA,41.661935,-91.536425,www.ncaa.org/about/resources/research/graduation-success-rate,Yes,Yes,No,No,107,20363,Undergraduate,Full-time,$110 ,2817,23541,22434,19340,4521,Total,Required,680,670,0.862084336,107,Big Ten Conference,University of Iowa,1060,University of Iowa,IA,Iowa City,52242-1316,21691,https://uiowa.edu/,10964,32927,13,0.8467,1220,5,21398,NA,24580,NA,latest,312,Iowa,1,Iowa,Hawkeyes,Iowa City,IA,Big Ten Conference,NA,NA,596569,1,2025,33,22,1,Iowa,1,2025,46,74.52380952,72.84,11,4,16,15,0,IA,IL,Canada,29,3,2
175,154493,Upper Iowa University,IA,42.838283,-91.799543,web1.ncaa.org/app_data/inst2007Div2/728.pdf,Yes,Yes,No,No,155,2776,Undergraduate,Full-time,$110 ,23235,24809,1240,805,200,Total,Required,555,510,0.649193548,155,Northern Sun Intercollegiate Conference,Upper Iowa University,1091,Upper Iowa University,IA,Fayette,52142-1857,2021,https://www.uiu.edu/,19000,19000,43,0.9338,929,5,NA,23172,NA,25690,latest,728,Upper Iowa,2,Upper Iowa University,Peacocks,Fayette,IA,Great Lakes Valley Conference,NA,NA,596942,2,2025,21,28,0,Upper Iowa,2,2025,51,73.55555556,72,3,13,17,18,0,MN,IA,WI,14,11,10
176,154527,Wartburg College,IA,42.7277,-92.483387,www.wartburg.edu/consumer-information,Yes,Yes,No,No,176,1523,Undergraduate,Full-time,$110 ,32023,27805,4024,3330,413,Total,Considered,598,600,0.827534791,176,American Rivers Conference,Wartburg College,1093,Wartburg College,IA,Waverly,50677-0903,1446,https://www.wartburg.edu/,51040,51040,32,0.9941,1136,5,NA,22604,NA,26429,latest,750,Wartburg,3,Wartburg College,Knights,Waverly,IA,American Rivers Conference[2],NA,NA,597059,3,2025,21,20,0,Wartburg,3,2025,54,75.5,NA,8,9,16,20,1,IA,NA,NA,1,NA,NA
177,142461,Northwest Nazarene University,ID,43.562411,-116.565783,https://www.nnu.edu/registrar-student-information,Yes,Yes,No,No,213,2061,Undergraduate,Full-time,$110 ,18962,27935,2843,2506,275,Total,Considered,630,600,0.881463243,213,Great Northwest Athletic Conference,Northwest Nazarene University,806,Northwest Nazarene University,ID,Nampa,83686-5897,1138,https://www.nnu.edu/,39370,39370,22,0.6295,1184,5,NA,25537,NA,28028,latest,1274,Northwest Nazarene,2,Northwest Nazarene University,Nighthawks,Nampa,ID,Great Northwest Athletic Conference,NA,NA,596741,2,2025,46,16,0,Northwest Nazarene,2,2025,43,73.61111111,71.6,10,9,9,15,0,CA,ID,WA,10,10,9
178,143084,Augustana College,IL,41.502365,-90.55057,www.augustana.edu/admissions/financial-aid/consumer,Yes,Yes,No,No,167,2461,Undergraduate,Full-time,$110 ,50368,8894,6640,4590,649,Total,Recommended,NA,NA,0.69126506,167,College Conference of Illinois and Wisconsin,Augustana College,814,Augustana College,IL,Rock Island,61201-2296,2418,www.augustana.edu/,49834,49834,13,0.6765,1133,5,NA,12437,NA,6658,latest,40,Augustana (IL),3,Augustana College,Vikings,Rock Island,IL,College Conference of Illinois and Wisconsin,NA,NA,597218,3,2025,20,19,0,Augustana (IL),3,2025,43,NA,NA,9,10,9,15,0,NA,NA,NA,NA,NA,NA
179,143118,Aurora University,IL,41.753631,-88.349023,NA,Yes,Yes,No,No,359,4253,Undergraduate,Full-time,$110 ,14115,23897,3101,2680,822,Total,Considered,570,560,0.864237343,359,Northern Athletics Collegiate Conference,Aurora University,815,Aurora University,IL,Aurora,60506-4892,4021,https://aurora.edu/,28220,28220,21,0.8514,1072,5,NA,18992,NA,25042,latest,42,Aurora,3,Aurora University,Spartans,Aurora,IL,Northern Athletics Collegiate Conference,NA,NA,597219,3,2025,24,20,0,Aurora,3,2025,40,70,NA,13,7,13,7,0,NA,NA,NA,NA,NA,NA
180,145619,Benedictine University,IL,41.777569,-88.097307,NA,Yes,Yes,Yes,No,359,2159,Undergraduate,Full-time,$110 ,16928,29494,2908,2327,415,Total,Considered,630,650,0.800206327,359,Northern Athletics Collegiate Conference,Benedictine University,868,Benedictine University,IL,Lisle,60532-0900,1817,https://ben.edu/,34290,34290,21,0.7722,NA,5,NA,23529,NA,28307,latest,296,Benedictine (IL),3,Benedictine University,Eagles,Lisle,IL,Northern Athletics Collegiate Conference,NA,NA,597299,3,2025,26,17,0,Benedictine (IL),3,2025,46,72.83333333,71.46666667,6,9,20,11,0,IL,IA,MI,19,1,1
181,143288,Blackburn College,IL,39.287896,-89.870241,NA,Yes,Yes,No,No,195,418,Undergraduate,Full-time,$110 ,7568,28158,453,300,77,Total,Considered,590,535,0.662251656,195,St. Louis Intercollegiate Athletic Conference,Blackburn College,819,Blackburn College,IL,Carlinville,62626,341,www.blackburn.edu/,26758,26758,32,0.8014,NA,3,NA,21814,NA,25005,latest,64,Blackburn,3,Blackburn College,Beavers,Carlinville,IL,St. Louis Intercollegiate Athletic Conference,NA,NA,597228,3,2025,7,30,0,Blackburn,3,2025,47,71.6,70.46666667,7,5,13,13,9,IL,TX,CA,13,6,2
182,143358,Bradley University,IL,40.696896,-89.616786,www.bradleybraves.com/,Yes,Yes,No,No,123,4190,Undergraduate,Full-time,$110 ,20979,29902,10109,7669,1043,Total,Considered,640,640,0.758630923,123,Missouri Valley Conference,Bradley University,821,Bradley University,IL,Peoria,61625-0001,3865,www.bradley.edu/,39680,39680,12,0.7666,1237,5,NA,23572,NA,29736,latest,72,Bradley,1,Bradley,Braves,Peoria,IL,Missouri Valley Conference,NA,NA,596498,1,2025,NA,NA,NA,Bradley,1,2025,35,73.26666667,71.88888889,8,4,14,9,0,IL,IA,MO,16,5,5
183,144351,Concordia University-Chicago,IL,41.898696,-87.809482,NA,Yes,Yes,No,No,359,1284,Undergraduate,Full-time,$110 ,21248,22774,5620,4935,336,Total,Neither required nor recommended,NA,NA,0.878113879,359,Northern Athletics Collegiate Conference,Concordia University-Chicago,843,Concordia University-Chicago,IL,River Forest,60305-1499,1337,www.cuchicago.edu/,36258,36258,21,0.9336,NA,3,NA,16774,NA,23731,latest,160,Concordia Chicago,3,Concordia University Chicago,Cougars,River Forest,IL,Northern Athletics Collegiate Conference,NA,NA,597258,3,2025,26,16,0,Concordia Chicago,3,2025,41,NA,68.5,10,9,12,10,0,IL,NA,NA,1,NA,NA
184,148496,Dominican University,IL,41.902678,-87.823003,www.dom.edu/about/consumer_information,Yes,Yes,No,No,359,1991,Undergraduate,Full-time,$110 ,22027,21547,3845,3112,462,Total,Considered,580,580,0.809362809,359,Northern Athletics Collegiate Conference,Dominican University,936,Dominican University,IL,River Forest,60305,2271,https://www.dom.edu/,37844,37844,21,0.798,1022,5,NA,15113,NA,21367,latest,1332,Dominican (IL),3,Dominican University,Stars,River Forest,IL,Northern Athletics Collegiate Conference,NA,NA,597131,3,2025,18,22,0,Dominican (IL),3,2025,42,73,71.05882353,9,11,11,11,0,IL,NV,CA,17,7,2
185,144892,Eastern Illinois University,IL,39.479843,-88.175658,NA,Yes,Yes,No,No,126,4792,Undergraduate,Full-time,$110 ,5999,19335,7145,5126,778,Total,Considered,580,560,0.717424773,126,Ohio Valley Conference,Eastern Illinois University,850,Eastern Illinois University,IL,Charleston,61920,4398,https://www.eiu.edu/,13403,15879,33,0.6775,1010,5,14093,NA,21672,NA,latest,201,Eastern Ill.,1,Eastern Illinois,Panthers,Charleston,IL,Ohio Valley Conference,NA,NA,596537,1,2025,31,22,0,Eastern Ill.,1,2025,43,74.21052632,70.79166667,7,8,9,19,0,IL,IA,IN,22,2,2
